num,date,color1,difficulty1,connection1,word11,word12,word13,word14,color2,difficulty2,connection2,word21,word22,word23,word24,color3,difficulty3,connection3,word31,word32,word33,word34,color4,difficulty4,connection4,word41,word42,word43,word44
318,2024 Apr 24,YELLOW,1,TACO TOPPINGS,CILANTRO,LIME,ONION,SALSA,GREEN,2,METRIC PREFIXES,KILO,MEGA,MICRO,PICO,BLUE,3,KINDS OF SKIRTS,MINI,PENCIL,POODLE,WRAP,PURPLE,4,WORDS WITH "HILL",CAPITOL,FAITH,FOOT,MOLE
319,2024 Apr 25,YELLOW,1,LAB EQUIPMENT,BEAKER,DROPPER,GOGGLES,MICROSCOPE,GREEN,2,NEXUS,CENTER,HEART,HUB,NUCLEUS,BLUE,3,SPREADSHEET TERMS,CELL,FORMULA,SHEET,SORT,PURPLE,4,___ LANGUAGE,BODY,LOVE,ROMANCE,SIGN
320,2024 Apr 26,YELLOW,1,REFINED SENSIBILITY,ELEGANCE,GRACE,STYLE,TASTE,GREEN,2,CATCH SOME RAYS,BAKE,BASK,SUN,TAN,BLUE,3,EMOTIONALLY SWAY,AFFECT,IMPACT,MOVE,TOUCH,PURPLE,4,NUMBERS WITH FIRST LETTERS REPLACED BY "S",SEN,SIGHT,SINE,SOUR
321,2024 Apr 27,YELLOW,1,TRUST AS REAL,ACCEPT,BELIEVE,BUY,SWALLOW,GREEN,2,POWER ISSUES,OUTAGE,SHORT,SPIKE,SURGE,BLUE,3,SUMMARY,ABSTRACT,BRIEF,DIGEST,OUTLINE,PURPLE,4,NAME HOMOPHONES,CURT,HAIRY,KNEEL,WANE
322,2024 Apr 28,YELLOW,1,PASSIONATE AS A FEELING,DEEP,EXTREME,FIERCE,INTENSE,GREEN,2,BANG INTO,BUMP,BUTT,KNOCK,RAM,BLUE,3,ANALOG TV INTERFERENCE,FUZZ,NOISE,SNOW,STATIC,PURPLE,4,___ MARY,BLOODY,HAIL,PROUD,VIRGIN
323,2024 Apr 29,YELLOW,1,EXERCISES,BRIDGE,CRUNCH,DIP,SQUAT,GREEN,2,FEATURED IN WESTERNS,BOUNTY,COWBOY,DUEL,SALOON,BLUE,3,LEADERS WHO RECEIVED THE NOBEL PEACE PRIZE,CARTER,GORE,KING,TUTU,PURPLE,4,___ BEE,BUSY,HONEY,QUEEN,SPELLING
324,2024 Apr 30,YELLOW,1,DIPPING SAUCES,AIOLI,BARBECUE,MARINARA,RANCH,GREEN,2,INTERROGATE,EXAMINE,GRILL,PROBE,QUESTION,BLUE,3,TRANSACTION RECORD,BILL,INVOICE,RECEIPT,STATEMENT,PURPLE,4,WHAT "STOCK" MIGHT MEAN,ANCESTRY,BROTH,CATTLE,MERCHANDISE
325,2024 May 1,YELLOW,1,FEATURES ON A PAIR OF JEANS,BUTTON,FLY,POCKET,RIVET,GREEN,2,OBJECTS IN 0- 1- 2- AND 3-DIMENSIONAL SPACE,LINE,PLANE,POINT,SOLID,BLUE,3,WEB BROWSER MENUS,FILE,HISTORY,VIEW,WINDOW,PURPLE,4,MEMBER OF A '60S BAND,ANIMAL,DOOR,KINK,SUPREME
326,2024 May 2,YELLOW,1,HIGHLY SKILLED,ACE,CRACKERJACK,EXPERT,HOTSHOT,GREEN,2,USED TO FIX A FLAT,CHOCK,JACK,TIRE,WRENCH,BLUE,3,JOAQUIN PHOENIX MOVIES,GLADIATOR,HER,JOKER,SIGNS,PURPLE,4,WORDS STARTING WITH MUSIC GENRES,POPCORN,RAPTURE,ROCKETRY,SOULMATE
327,2024 May 3,YELLOW,1,NIGHTSPOTS,BAR,CLUB,DISCO,LOUNGE,GREEN,2,CAST OFF,DITCH,DROP,LOSE,SHED,BLUE,3,UNITS OF LENGTH,FATHOM,FOOT,LEAGUE,YARD,PURPLE,4,___ SALE,BAKE,CLEARANCE,GARAGE,SAMPLE
328,2024 May 4,YELLOW,1,ENJOY,FANCY,LOVE,RELISH,SAVOR,GREEN,2,FILLER WORDS,LIKE,LITERALLY,UM,WELL,BLUE,3,COMPONENTS OF A LOCK,CYLINDER,PIN,SPRING,TUMBLER,PURPLE,4,HOMOPHONES OF UNITS OF MEASURE,CARROT,HURTS,JEWEL,OM
329,2024 May 5,YELLOW,1,SOMETHING GAINED FROM HARD WORK,BENEFIT,FRUIT,RETURN,REWARD,GREEN,2,KINDS OF BAGELS,EGG,EVERYTHING,PLAIN,POPPY,BLUE,3,CONTRIBUTE TO A MOVIE,ACT,DIRECT,PRODUCE,WRITE,PURPLE,4,STARTS OF MONSTERS,FRANK,MUM,VAMP,WERE
330,2024 May 6,YELLOW,1,CONNECT,COUPLE,JOIN,LINK,TIE,GREEN,2,NUISANCE,BOTHER,HANDFUL,PAIN,PEST,BLUE,3,QUANTITY WORDS,FEW,MANY,SEVERAL,SOME,PURPLE,4,TAROT CARDS WITH "THE",FOOL,LOVERS,MAGICIAN,TOWER
331,2024 May 7,YELLOW,1,DELI BREAD OPTIONS,BUN,HERO,ROLL,WRAP,GREEN,2,SLANG FOR MOUTH,CHOPS,KISSER,TRAP,YAP,BLUE,3,KEEP RHYTHM WITH MUSIC,BOB,CLAP,SNAP,TAP,PURPLE,4,ROUND OF ___,APPLAUSE,DRINKS,FUNDING,GOLF
332,2024 May 8,YELLOW,1,SHADES OF RED,BRICK,CHERRY,ROSE,RUBY,GREEN,2,LITTLE BIT OF A BEVERAGE,DROP,SPLASH,SPOT,SPRINKLE,BLUE,3,CHOICEST,BEST,CREAM,PICK,TOP,PURPLE,4,___ BATH,BIRD,BUBBLE,MUD,SPONGE
333,2024 May 9,YELLOW,1,CONTAINER CLOSURES,CAP,CORK,LID,TAB,GREEN,2,DURATION,PERIOD,SPELL,STRETCH,TIME,BLUE,3,REGULATE,CHECK,CONTAIN,CURB,LIMIT,PURPLE,4,TRADEMARKS OF A PLATYPUS,BILL,EGG,FUR,VENOM
334,2024 May 10,YELLOW,1,CHUTZPAH,BRASS,CHEEK,GALL,NERVE,GREEN,2,ACCESSORIES FOR DOG WALKING,COLLAR,HALTER,HARNESS,LEAD,BLUE,3,THINGS THAT SPIN,CAROUSEL,GLOBE,RECORD,TOP,PURPLE,4,LEAD SINGERS OF '70S ROCK BANDS,FERRY,MERCURY,NICKS,PLANT
335,2024 May 11,YELLOW,1,ONE WITH TOP BILLING,HEADLINER,LEAD,PRINCIPAL,STAR,GREEN,2,VAMPIRE VULNERABILITIES,CROSS,GARLIC,SILVER,SUN,BLUE,3,SATIRICAL PUBLICATIONS FAMILIARLY,CRACKED,LAMPOON,MAD,ONION,PURPLE,4,CLUB ___,MED,MUSIC,SANDWICH,SODA
336,2024 May 12,YELLOW,1,PLAYFULLY POKE FUN AT,KID,NEEDLE,RIB,TEASE,GREEN,2,CUTS OF BEEF,CHUCK,FLANK,LOIN,ROUND,BLUE,3,ACRONYMS/INITIALISMS,MIA,OMG,PIN,RAM,PURPLE,4,COCKTAILS MINUS PLACE NAMES,LIBRE,MAMA,MULE,SLING
337,2024 May 13,YELLOW,1,FASHION DESIGNER'S OUTPUT,BRAND,COLLECTION,LABEL,LINE,GREEN,2,PLAYGROUND VERBS,DODGE,HIDE,HOP,TAG,BLUE,3,LOONEY TUNES FIGURES,BUNNY,DUCK,MARTIAN,PIG,PURPLE,4,HOMOPHONES OF MUSICALS,GREECE,HARE,KATZ,MAIM
338,2024 May 14,YELLOW,1,EARLY ITERATION,DRAFT,OUTLINE,PLAN,SKETCH,GREEN,2,ENJOY A MEAL,DINE,FEAST,FEED,SUP,BLUE,3,SPANISH PRONOUNS/POSSESSIVES,ELLA,ME,SUS,YO,PURPLE,4,SLIM ___,FIT,JIM,PICKINGS,SHADY
339,2024 May 15,YELLOW,1,BIT OF LEGISLATION,ACT,BILL,MEASURE,RESOLUTION,GREEN,2,GRASSLAND,MEADOW,PLAIN,PRAIRIE,SAVANNA,BLUE,3,FORTHRIGHT,DIRECT,FRANK,OPEN,STRAIGHT,PURPLE,4,CAR COMPANIES MINUS LETTER,AURA,BUCK,DOGE,HODA
340,2024 May 16,YELLOW,1,PHOTO,PIC,SHOT,SNAP,STILL,GREEN,2,ASSURE AS A VICTORY,CINCH,ICE,LOCK,SECURE,BLUE,3,MOVE IN AN EFFORTLESS WAY,BREEZE,COAST,GLIDE,SAIL,PURPLE,4,___ BLANKET,PICNIC,SECURITY,THROW,WET
341,2024 May 17,YELLOW,1,CORRUPT,BASE,DIRTY,LOW,VILE,GREEN,2,REACH OUT TO,CONTACT,MESSAGE,PING,TEXT,BLUE,3,CLASSIC STILL LIFE COMPONENTS,FRUIT,PITCHER,SKULL,TABLECLOTH,PURPLE,4,BEER ___,BATTER,CAN,GARDEN,PONG
342,2024 May 18,YELLOW,1,ANIMALS WHOSE NAMES ARE TWO ANIMALS,BULLDOG,CATFISH,HORSEFLY,TURTLEDOVE,GREEN,2,SHARP TURNS,DOGLEG,HAIRPIN,SWITCHBACK,ZAG,BLUE,3,CLASSIC PARTY GAMES,CATEGORIES,CHARADES,FISHBOWL,WEREWOLF,PURPLE,4,THINGS WITH SPRING/S,CLOCK,MATTRESS,MOUSETRAP,TRAMPOLINE
343,2024 May 19,YELLOW,1,AFFLUENT,FLUSH,LOADED,RICH,WEALTHY,GREEN,2,CUT INTO PIECES,CHOP,CUBE,DICE,MINCE,BLUE,3,OLD-FASHIONED,SQUARE,STRAIGHT,STUFFY,TRADITIONAL,PURPLE,4,FRUIT HOMOPHONES,BURY,CURRENT,LEACHY,PAIR
344,2024 May 20,YELLOW,1,SORCERER'S OUTPUT,CHARM,HEX,MAGIC,SPELL,GREEN,2,ONE BEING MANIPULATED,INSTRUMENT,PAWN,PUPPET,TOOL,BLUE,3,CLASSIC SUPERHERO WEAR,CAPE,MASK,TIGHTS,UNDERWEAR,PURPLE,4,ACTION MOVIE DIRECTORS,BAY,CARPENTER,SCOTT,WOO
345,2024 May 21,YELLOW,1,SMIDGEN,BIT,DASH,PINCH,TOUCH,GREEN,2,BARGAIN,BUY,DEAL,STEAL,VALUE,BLUE,3,BILLIARDS EQUIPMENT,BALL,CHALK,CUE,RACK,PURPLE,4,___BOOK (THAT'S NOT A BOOK),FACE,MAC,MATCH,POCKET
346,2024 May 22,YELLOW,1,BODY PARTS IN "HEAD SHOULDERS KNEES AND TOES",HEAD,KNEES,SHOULDERS,TOES,GREEN,2,CAR INFORMALLY,AUTO,RIDE,WHEELS,WHIP,BLUE,3,REMOVES THE COVERING OF,PARES,PEELS,SHELLS,SHUCKS,PURPLE,4,"BUZZY" THINGS,BEES,CAFFEINE,GOSSIP,INTERCOMS
347,2024 May 23,YELLOW,1,TAKE ADVANTAGE OF,EXPLOIT,LEVERAGE,MILK,USE,GREEN,2,FINISHED AS TIME,DONE,OVER,THROUGH,UP,BLUE,3,NEWSPAPER DESKS,CITY,COPY,CULTURE,SPORTS,PURPLE,4,WORDS BEGINNING WITH GREETINGS,HEYDAY,HIJINKS,SUPPER,YOGURT
348,2024 May 24,YELLOW,1,CONDUITS FOR WATER REMOVAL,DRAIN,DUCT,PIPE,SEWER,GREEN,2,FOOD PRODUCTS ASSOCIATED WITH SENTIMENTALITY,CHEESE,CORN,SAP,SCHMALTZ,BLUE,3,THINGS TO CRACK,EGG,KNUCKLES,SMILE,WINDOW,PURPLE,4,___ CHANGE,CHUMP,CLIMATE,LOOSE,SEA
349,2024 May 25,YELLOW,1,ADVERTISING FORMAT,BANNER,BILLBOARD,POSTER,SIGN,GREEN,2,INAUGURAL,FIRST,INITIAL,MAIDEN,PREMIER,BLUE,3,ADVOCATE FOR,BACK,CHAMPION,ENDORSE,SUPPORT,PURPLE,4,PRONOUN PLUS "E",HERE,THEME,USE,WEE
350,2024 May 26,YELLOW,1,FOUND ON A STOVE TOP,GRIDDLE,KETTLE,PAN,POT,GREEN,2,ORNAMENTAL BORDER,FRILL,FRINGE,RUFFLE,TRIM,BLUE,3,DEPOSIT WITH "DOWN",LAY,PLACE,PUT,SET,PURPLE,4,WORDS THAT SOUND LIKE PLURAL LETTERS,GEEZ,SEIZE,TEASE,WISE
351,2024 May 27,YELLOW,1,AGENCY IN DECISIONMAKING,CHOICE,SAY,VOICE,VOTE,GREEN,2,DOG COMMANDS,DOWN,HEEL,SHAKE,SPEAK,BLUE,3,KINDS OF NOTES,FLAT,NATURAL,QUARTER,WHOLE,PURPLE,4,___ IRON,PUMP,STEAM,TIRE,WAFFLE
352,2024 May 28,YELLOW,1,AMENABLE,EASY,FLEXIBLE,OPEN,RECEPTIVE,GREEN,2,ANAGRAMS,EVIL,LIVE,VEIL,VILE,BLUE,3,SPELLING BEE RANKS,AMAZING,BEGINNER,GENIUS,SOLID,PURPLE,4,ADJECTIVES FOR A CANDLE,LIT,SCENTED,WAXY,WICKED
353,2024 May 29,YELLOW,1,FOOD,CHOW,EATS,FARE,GRUB,GREEN,2,PILOT,DIRECT,GUIDE,LEAD,STEER,BLUE,3,INTIMIDATE,BULLY,COW,DAUNT,RATTLE,PURPLE,4,___ MARKET,BULL,FLEA,MEAT,STOCK
354,2024 May 30,YELLOW,1,PLUNDER,LOOT,RAID,ROB,SACK,GREEN,2,INFLUENCE,CLOUT,PULL,SWAY,WEIGHT,BLUE,3,HAIRSTYLES,BOB,CROP,FADE,SHAG,PURPLE,4,___ PIN,BOBBY,HAIR,PUSH,SAFETY
355,2024 May 31,YELLOW,1,CORPUS,BODY,CANON,OEUVRE,WORKS,GREEN,2,MOUNT ___,FUJI,HOOD,OLYMPUS,WHITNEY,BLUE,3,COMPONENTS OF AN LP,INSERT,JACKET,RECORD,SLEEVE,PURPLE,4,THINGS PEOPLE SHAKE,HANDS,MARACA,POLAROID,SNOWGLOBE
356,2024 Jun 1,YELLOW,1,"DON'T DELAY!",HURRY,NOW,PRONTO,STAT,GREEN,2,OCEAN PHENOMENA,CURRENT,DRIFT,TIDE,WAVE,BLUE,3,DUMBBELL EXERCISES,CURL,FLY,PRESS,ROW,PURPLE,4,PHILOSOPHER HOMOPHONES,LOCK,MARKS,PANE,RUSTLE
357,2024 Jun 2,YELLOW,1,CONFORMISTS,FOLLOWERS,LEMMINGS,PUPPETS,SHEEP,GREEN,2,COMPANY OWNERSHIP OFFERS,EQUITY,OPTIONS,SHARES,STOCKS,BLUE,3,U.S. CITIES,BILLINGS,BUFFALO,MOBILE,PHOENIX,PURPLE,4,WHAT "DIGS" MIGHT MEAN,APARTMENT,INSULTS,LIKES,SHOVELS
358,2024 Jun 3,YELLOW,1,REMOVE AS BODY HAIR,LASER,PLUCK,THREAD,WAX,GREEN,2,TWIST AROUND,COIL,SPOOL,WIND,WRAP,BLUE,3,THINGS MADE OF CELLS,HONEYCOMB,ORGANISM,SOLAR PANEL,SPREADSHEET,PURPLE,4,B-___,BALL,MOVIE,SCHOOL,VITAMIN
359,2024 Jun 4,YELLOW,1,TAKE HOME AS INCOME,CLEAR,EARN,MAKE,NET,GREEN,2,PARTS OF A WIZARD COSTUME,BEARD,HAT,ROBE,STAFF,BLUE,3,FOUND ON A SHIP,BRIDGE,DECK,HATCH,KEEL,PURPLE,4,C-___,CLEF,SECTION,SPAN,SUITE
360,2024 Jun 5,YELLOW,1,"AWESOME!",COOL,NICE,SICK,SWEET,GREEN,2,VARIETY,KIND,SORT,STYLE,TYPE,BLUE,3,GIST,DRIFT,IDEA,MESSAGE,POINT,PURPLE,4,FRIED APPETIZER INFORMALLY,RING,STICK,TENDER,WING
361,2024 Jun 6,YELLOW,1,MOVE TO ACTION,DRIVE,PROMPT,PROPEL,PUSH,GREEN,2,UNO CARDS,DRAW,REVERSE,SKIP,WILD,BLUE,3,HAIL SIZE COMPARISONS,BASEBALL,GRAPEFRUIT,MARBLE,PEA,PURPLE,4,PLACES WITH BENCHES,COURTROOM,DUGOUT,GYM,PARK
362,2024 Jun 7,YELLOW,1,DREAM UP,CONCEIVE,ENVISION,IMAGINE,PICTURE,GREEN,2,THIN COVERING,COAT,FILM,LAYER,SKIN,BLUE,3,REMOVE AS CRUMBS,BRUSH,FLICK,SWEEP,WIPE,PURPLE,4,VERBS FOR A SOFTWARE ENGINEER,CODE,DEVELOP,HACK,PROGRAM
363,2024 Jun 8,YELLOW,1,GRAB ONE'S ATTENTION,ABSORB,ENGROSS,HOLD,RIVET,GREEN,2,DOCUMENT WITH VIDEO,FILM,RECORD,SHOOT,TAPE,BLUE,3,ANAGRAMS,PASTEL,PETALS,PLEATS,STAPLE,PURPLE,4,PRETTY ___,GOOD,PENNY,PLEASE,WOMAN
364,2024 Jun 9,YELLOW,1,FEELING SOME TYPE OF WAY,BITTER,SALTY,SORE,UPSET,GREEN,2,THROW HERE AND THERE,PEPPER,SCATTER,SPRINKLE,STREW,BLUE,3,THINGS WITH LAYERS,CAKE,EARTH,ONION,PLYWOOD,PURPLE,4,___ POTATO,BAKED,COUCH,HOT,SWEET
365,2024 Jun 10,YELLOW,1,CORE,CRUX,ESSENCE,HEART,SUBSTANCE,GREEN,2,COMPLICATED,BAROQUE,COMPLEX,ELABORATE,INVOLVED,BLUE,3,SYMBOLS USED IN MAKING LISTS,ARROW,BULLET,CHECKBOX,HYPHEN,PURPLE,4,WHAT "CROSS" MIGHT MEAN,ANGRY,BETRAY,CRUCIFIX,HYBRID
366,2024 Jun 11,YELLOW,1,HOMOPHONES,BI,BUY,BY,BYE,GREEN,2,MUSCLES INFORMALLY,AB,PEC,QUAD,TRI,BLUE,3,MUSIC GENRES,DUB,EMO,POP,TRAP,PURPLE,4,SETTINGS ON AN APPLIANCE KNOB,HI,LO,MED,OFF
367,2024 Jun 12,YELLOW,1,PLACES IN NEW YORK CITY,CHINATOWN,DUMBO,MANHATTAN,WALL STREET,GREEN,2,RHYMING TITLES,BE KIND REWIND,E.T.,FRIGHT NIGHT,KILL BILL,BLUE,3,ENDING IN UNITS OF MEASUREMENT,HEDWIG AND THE ANGRY INCH,MY LEFT FOOT,THE GREEN MILE,THE LONGEST YARD,PURPLE,4,STARTING WITH ANIMALS,BEETLEJUICE,DOGMA,FOXY BROWN,OCTOPUSSY
368,2024 Jun 13,YELLOW,1,ENJOY,APPRECIATE,DIG,FANCY,LIKE,GREEN,2,BLOCKBUSTER,HIT,SENSATION,SMASH,SUCCESS,BLUE,3,CAMPAIGN SWAG,BUTTON,HAT,SHIRT,STICKER,PURPLE,4,WORDS AFTER "COPY",CAT,EDITOR,PASTE,THAT
369,2024 Jun 14,YELLOW,1,WRITING ASSIGNMENTS,ARTICLE,ESSAY,PAPER,REPORT,GREEN,2,THINGS THAT ARE PINK,BUBBLE GUM,CARNATION,ERASER,FLAMINGO,BLUE,3,NATO PHONETIC ALPHABET,FOXTROT,HOTEL,VICTOR,YANKEE,PURPLE,4,ASSOCIATED WITH #2,DEPUTY,DEREK JETER,PENCIL,SILVER MEDAL
370,2024 Jun 15,YELLOW,1,BASKETBALL SHOTS,DUNK,FLOATER,LAYUP,THREE,GREEN,2,FISH,PERCH,PIKE,SKATE,SOLE,BLUE,3,QUALITIES OF THICK HAIR,BODY,BOUNCE,LIFT,VOLUME,PURPLE,4,___ CHILD,FLOWER,ONLY,POSTER,PROBLEM
371,2024 Jun 16,YELLOW,1,CURRENT SITUATION,CONDITION,FORM,SHAPE,STATE,GREEN,2,REMOTE RURAL AREA,BUSH,COUNTRY,STICKS,WOODS,BLUE,3,CLASSIC LAWN ORNAMENTS,FLAMINGO,FOUNTAIN,GNOME,PINWHEEL,PURPLE,4,___ TALE,FAIRY,FISH,FOLK,TALL
372,2024 Jun 17,YELLOW,1,DELIVER AS A PACKAGE,MAIL,POST,SEND,SHIP,GREEN,2,KINDS OF LIP MAKEUP,BALM,GLOSS,LINER,STAIN,BLUE,3,PREDICAMENT,CORNER,FIX,HOLE,SPOT,PURPLE,4,MEASURED IN DEGREES,ANGLE,CRIME,EDUCATION,TEMPERATURE
373,2024 Jun 18,YELLOW,1,REMOTE CONTROL BUTTONS,CHANNEL,MENU,POWER,VOLUME,GREEN,2,HIDE FROM VIEW,BLOCK,COVER,SCREEN,SHIELD,BLUE,3,DRINK GARNISHES,CHERRY,OLIVE,SWORD,UMBRELLA,PURPLE,4,FIRST WORD IN BOND MOVIE TITLES,CASINO,DIAMONDS,QUANTUM,TOMORROW
374,2024 Jun 19,YELLOW,1,POSITIONS IN FAVOR,AYE,FOR,PRO,YEA,GREEN,2,GO OUT WITH,COURT,DATE,SEE,WOO,BLUE,3,MULTITUDE,DROVE,HOST,PACK,SEA,PURPLE,4,THINGS READ IN DIVINATION,AURA,PALM,TAROT,TEA
375,2024 Jun 20,YELLOW,1,BITS OF HARDWARE,NAIL,NUT,SCREW,WASHER,GREEN,2,FISHING GEAR,FLY,HOOK,LINE,SINKER,BLUE,3,HAIR SALON FIXTURES,CHAIR,DRYER,MIRROR,SINK,PURPLE,4,LIGHTNING ___,BOLT,BUG,ROD,STRIKE
376,2024 Jun 21,YELLOW,1,AMUSEMENT PARK RIDES,FERRIS WHEEL,MERRY-GO-ROUND,ROLLER COASTER,TILT-A-WHIRL,GREEN,2,APPROVAL,CLEARANCE,GO-AHEAD,GREEN LIGHT,THUMBS-UP,BLUE,3,TYPES OF COME-FROM-BEHIND STORIES,CINDERELLA,DAVID-AND-GOLIATH,RAGS-TO-RICHES,UNDERDOG,PURPLE,4,BEGINNING WITH SYNONYMS FOR REAR END,BUMPER-TO-BUMPER,BUTTERMILK,RUMPELSTILTSKIN,TAILGATE
377,2024 Jun 22,YELLOW,1,ONE THING AFTER ANOTHER,CHAIN,SERIES,STRING,TRAIN,GREEN,2,KINDS OF GOLF CLUBS,DRIVER,IRON,WEDGE,WOOD,BLUE,3,HORROR MOVIES WITH "THE",BIRDS,FOG,OMEN,RING,PURPLE,4,WORDS FOR SAUSAGE,BRAT,DOG,FRANK,LINK
378,2024 Jun 23,YELLOW,1,"SETTLE DOWN!",EASY,ENOUGH,QUIET,RELAX,GREEN,2,MINOR AILMENTS,BUG,CHILL,COLD,COUGH,BLUE,3,WHAT HUMPBACK WHALES DO,BREACH,DIVE,SING,SPOUT,PURPLE,4,___ CITY NICKNAMES,MAGIC,MOTOR,SIN,WINDY
379,2024 Jun 24,YELLOW,1,SORE TO THE TOUCH,DELICATE,RAW,SENSITIVE,TENDER,GREEN,2,RESTAURANT COURSES,DESSERT,MAIN,SIDE,STARTER,BLUE,3,ANIMAL HOMOPHONES,BARE,DEAR,MOUSSE,NEW,PURPLE,4,RED ___,CARPET,DELICIOUS,MEAT,TAPE
380,2024 Jun 25,YELLOW,1,DIVULGE AS PRIVATE INFORMATION,DISH,SPILL,TALK,TELL,GREEN,2,DIVIDE,BRANCH,FORK,PART,SPLIT,BLUE,3,SILENT "K",DOORKNOB,KNIFE,TOPKNOT,UNKNOWN,PURPLE,4,KEY TO SUCCESS SO TO SPEAK,FORMULA,RECIPE,SECRET,TICKET
381,2024 Jun 26,YELLOW,1,ARMY RANKS,CAPTAIN,GENERAL,MAJOR,PRIVATE,GREEN,2,PLACE TO PLUG SOMETHING IN,JACK,OUTLET,PORT,SOCKET,BLUE,3,CONSUMER DESIRE COLLECTIVELY,APPETITE,AUDIENCE,DEMAND,MARKET,PURPLE,4,___ AD,ATTACK,PERSONAL,POP-UP,WANT
382,2024 Jun 27,YELLOW,1,PURSUIT,CHASE,HUNT,QUEST,SEARCH,GREEN,2,ROMANTIC LETTER SIGN-OFFS,ALWAYS,KISSES,LOVE,YOURS,BLUE,3,GROUP WITHIN A GROUP,CAMP,PARTY,SIDE,WING,PURPLE,4,GOLD ___,BOND,LEAF,MINE,RUSH
383,2024 Jun 28,YELLOW,1,TYPES OF BAGS,CLUTCH,MESSENGER,SATCHEL,TOTE,GREEN,2,WIGGLE ROOM,FREEDOM,LATITUDE,LICENSE,SLACK,BLUE,3,INDICATION TO PROCEED,CUE,PROMPT,SIGNAL,WORD,PURPLE,4,UNDERWEAR IN THE SINGULAR,BOXER,BRIEF,DRAWER,SHORT
384,2024 Jun 29,YELLOW,1,HOMOPHONES,TO,TOO,TUE,TWO,GREEN,2,CONNECT,COUPLE,TIE,UNITE,WED,BLUE,3,PLACED DOWN,LAID,PLACED,PUT,SAT,PURPLE,4,___FLOWER,MAY,SUN,WALL,WILD
385,2024 Jun 30,YELLOW,1,OLD SAYING,ADAGE,CHESTNUT,MAXIM,SAW,GREEN,2,GRILL FUEL SOURCES,CHARCOAL,ELECTRIC,GAS,WOOD,BLUE,3,TREES,ASH,CHERRY,EBONY,GUM,PURPLE,4,HOT TUB COMPONENTS,FILTER,HEATER,JET,PUMP
386,2024 Jul 1,YELLOW,1,SHOW THE WAY,DIRECT,GUIDE,LEAD,USHER,GREEN,2,SCHEME,CON,HUSTLE,RACKET,STING,BLUE,3,SEEN ON A U.S. DOLLAR BILL,EAGLE,PYRAMID,SEAL,WASHINGTON,PURPLE,4,FIRST WORDS OF CANADIAN PROVINCES/TERRITORIES,BRITISH,NORTHWEST,NOVA,PRINCE
387,2024 Jul 2,YELLOW,1,PACK (AWAY) FOR FUTURE USE,SQUIRREL,STASH,STORE,STOW,GREEN,2,ADJECTIVES FOR ASSETS,FIXED,FROZEN,LIQUID,TOXIC,BLUE,3,LATIN WORDS,CAVEAT,ERGO,QUID,VOX,PURPLE,4,___ GAME,ARCADE,BLAME,NUMBERS,SQUID
388,2024 Jul 3,YELLOW,1,DEVELOP AS IDEAS,BRAINSTORM,IDEATE,SPITBALL,WORKSHOP,GREEN,2,TANGIBLE,CONCRETE,MATERIAL,REAL,SOLID,BLUE,3,KINDS OF CAKE,BIRTHDAY,CRUMB,MARBLE,POUND,PURPLE,4,THINGS YOU CAN THROW IN METAPHORS,CURVEBALL,PARTY,TANTRUM,WRENCH
389,2024 Jul 4,YELLOW,1,ROMANTIC RAPPORT,ATTRACTION,CHEMISTRY,FIREWORKS,SPARKS,GREEN,2,THINGS STORED BY A WEB BROWSER,CACHE,COOKIES,DATA,HISTORY,BLUE,3,SINGLE ROTATION,CYCLE,LAP,REVOLUTION,TURN,PURPLE,4,WORDS BEFORE "BELL",BAR,DINNER,LIBERTY,TINKER
390,2024 Jul 5,YELLOW,1,YEARN,DESIRE,LONG,PINE,YEN,GREEN,2,MAGAZINES,FORTUNE,MAD,NATURE,O,BLUE,3,CHARACTERS IN BOND MOVIES,BOND,M,MONEYPENNY,Q,PURPLE,4,WORDS THAT PRECEDE "POP" IN MUSIC GENRES,BUBBLEGUM,EURO,K,POWER
391,2024 Jul 6,YELLOW,1,BIOLOGICAL BUILDING BLOCKS,ATOM,CELL,MOLECULE,PROTEIN,GREEN,2,PURCHASES FOR A BABY,BOTTLE,CRIB,MOBILE,RATTLE,BLUE,3,OBJECTS PLAYED AS INSTRUMENTS,JUG,SAW,SPOONS,WASHBOARD,PURPLE,4,___ TAG,DOG,FREEZE,PHONE,PRICE
392,2024 Jul 7,YELLOW,1,CHANGE STATES OF MATTER,CONDENSE,FREEZE,MELT,VAPORIZE,GREEN,2,REPLACEMENT,ALTERNATE,BACKUP,COVER,SUB,BLUE,3,SLANGY NAMES FOR PROFESSIONS,COPPER,HACK,SHRINK,SUIT,PURPLE,4,MARIAH CAREY NUMBER ONE HITS,FANTASY,HERO,HONEY,SOMEDAY
393,2024 Jul 8,YELLOW,1,BIT OF ADVICE,POINTER,SUGGESTION,TIP,TRICK,GREEN,2,FORTITUDE,GRIT,RESOLVE,SPIRIT,WILL,BLUE,3,SPEND TIME AT,FREQUENT,HAUNT,PATRONIZE,VISIT,PURPLE,4,WORDS ENDING IN NUMBERS,CANINE,FREIGHT,OFTEN,OZONE
